res_own_snow,res_own_rain,res_own_mat5_10,res_own_mat5_15,res_own_mat5_20,res_own_mat5_25,res_own_mat5_30,res_own_mat5_35,res_own_mat5_40,res_own_mat5_45,res_own_mat5_50,res_own_mat5_55,res_own_mat5_60,res_own_mat5_65,res_own_mat5_70,res_own_mat5_75,res_own_mat5_80,res_own_mat5_85,res_own_mat5_90,res_own_mat5_95,res_own_prec_0,res_own_prec_1,res_own_prec_2,res_own_prec_3,res_own_prec_4,res_own_prec_5,res_own_cloud_0,res_own_cloud_1,res_own_cloud_2,res_own_cloud_3,res_own_cloud_4,res_own_cloud_5,res_own_cloud_6,res_own_cloud_7,res_own_cloud_8,res_own_mat_la,res_own_mat_la_cens,res_own_mat10_10,res_own_mat10_20,res_own_mat10_30,res_own_mat10_40,res_own_mat10_50,res_own_mat10_60,res_own_mat10_70,res_own_mat10_80,res_own_mat10_90,res_own_snow_5,res_own_snow_6,res_own_snow_0,res_own_rain_5,res_own_rain_6,res_own_rain_0,res_own_mat5_10_5,res_own_mat5_10_6,res_own_mat5_10_0,res_own_mat5_15_5,res_own_mat5_15_6,res_own_mat5_15_0,res_own_mat5_20_5,res_own_mat5_20_6,res_own_mat5_20_0,res_own_mat5_25_5,res_own_mat5_25_6,res_own_mat5_25_0,res_own_mat5_30_5,res_own_mat5_30_6,res_own_mat5_30_0,res_own_mat5_35_5,res_own_mat5_35_6,res_own_mat5_35_0,res_own_mat5_40_5,res_own_mat5_40_6,res_own_mat5_40_0,res_own_mat5_45_5,res_own_mat5_45_6,res_own_mat5_45_0,res_own_mat5_50_5,res_own_mat5_50_6,res_own_mat5_50_0,res_own_mat5_55_5,res_own_mat5_55_6,res_own_mat5_55_0,res_own_mat5_60_5,res_own_mat5_60_6,res_own_mat5_60_0,res_own_mat5_65_5,res_own_mat5_65_6,res_own_mat5_65_0,res_own_mat5_70_5,res_own_mat5_70_6,res_own_mat5_70_0,res_own_mat5_75_5,res_own_mat5_75_6,res_own_mat5_75_0,res_own_mat5_80_5,res_own_mat5_80_6,res_own_mat5_80_0,res_own_mat5_85_5,res_own_mat5_85_6,res_own_mat5_85_0,res_own_mat5_90_5,res_own_mat5_90_6,res_own_mat5_90_0,res_own_mat5_95_5,res_own_mat5_95_6,res_own_mat5_95_0,res_own_prec_0_5,res_own_prec_0_6,res_own_prec_0_0,res_own_prec_1_5,res_own_prec_1_6,res_own_prec_1_0,res_own_prec_2_5,res_own_prec_2_6,res_own_prec_2_0,res_own_prec_3_5,res_own_prec_3_6,res_own_prec_3_0,res_own_prec_4_5,res_own_prec_4_6,res_own_prec_4_0,res_own_prec_5_5,res_own_prec_5_6,res_own_prec_5_0,res_own_cloud_0_5,res_own_cloud_0_6,res_own_cloud_0_0,res_own_cloud_1_5,res_own_cloud_1_6,res_own_cloud_1_0,res_own_cloud_2_5,res_own_cloud_2_6,res_own_cloud_2_0,res_own_cloud_3_5,res_own_cloud_3_6,res_own_cloud_3_0,res_own_cloud_4_5,res_own_cloud_4_6,res_own_cloud_4_0,res_own_cloud_5_5,res_own_cloud_5_6,res_own_cloud_5_0,res_own_cloud_6_5,res_own_cloud_6_6,res_own_cloud_6_0,res_own_cloud_7_5,res_own_cloud_7_6,res_own_cloud_7_0,res_own_cloud_8_5,res_own_cloud_8_6,res_own_cloud_8_0,res_own_mat_la_5,res_own_mat_la_6,res_own_mat_la_0,res_own_mat_la_cens_5,res_own_mat_la_cens_6,res_own_mat_la_cens_0,res_own_mat10_10_5,res_own_mat10_10_6,res_own_mat10_10_0,res_own_mat10_20_5,res_own_mat10_20_6,res_own_mat10_20_0,res_own_mat10_30_5,res_own_mat10_30_6,res_own_mat10_30_0,res_own_mat10_40_5,res_own_mat10_40_6,res_own_mat10_40_0,res_own_mat10_50_5,res_own_mat10_50_6,res_own_mat10_50_0,res_own_mat10_60_5,res_own_mat10_60_6,res_own_mat10_60_0,res_own_mat10_70_5,res_own_mat10_70_6,res_own_mat10_70_0,res_own_mat10_80_5,res_own_mat10_80_6,res_own_mat10_80_0,res_own_mat10_90_5,res_own_mat10_90_6,res_own_mat10_90_0
0.0139513,0.0783313,0.0015767,0.0016826,0.0026592,0.0047305,0.0058325,0.0057073,0.0039364,0.0074758,0.010608,0.01217,0.0168527,0.0219129,0.0264912,0.0224592,0.0204563,0.0128338,0.0130791,0.0079007,0.0483656,0.0138493,0.0077257,0.0048113,0.0028081,0.0038524,0.0546784,0.0245431,0.0187233,0.0181609,0.0175566,0.0200296,0.0230641,0.0286523,0.0321512,59.01681,23.53285,0.0033051,0.0080455,0.0119836,0.0091453,0.0220106,0.0339536,0.0469735,0.0309055,0.0200482,0.0143454,0.015309,0.0134707,0.0843471,0.076869,0.076189,0.0015545,0.0021781,0.001564,0.0016507,0.0017168,0.0016799,0.0025258,0.0027185,0.0025483,0.0047649,0.004426,0.0049529,0.0051655,0.0051241,0.0072014,0.0055383,0.0059373,0.0066494,0.0043473,0.00354,0.0029754,0.0060921,0.0086801,0.0082988,0.0101952,0.0107316,0.0105707,0.0131424,0.0114908,0.0104095,0.0158561,0.016107,0.0187064,0.023573,0.0237369,0.0165685,0.0304857,0.0264912,0.0228421,0.0208324,0.0228528,0.0243336,0.0186831,0.0229481,0.0201323,0.0129816,0.011276,0.0137749,0.0127818,0.0141225,0.0110288,0.0079966,0.007926,0.0076548,0.0518489,0.0475739,0.0459582,0.0164188,0.0118439,0.0127036,0.0076333,0.007919,0.007463,0.0051922,0.0044535,0.0049538,0.0026885,0.0024925,0.0033193,0.0037874,0.0038646,0.0038353,0.0488065,0.0584646,0.0538262,0.0256792,0.0228644,0.0253096,0.018679,0.0191215,0.0175998,0.0193362,0.0181609,0.016898,0.0171296,0.0176341,0.0179945,0.0208163,0.020482,0.0187077,0.0231235,0.0248296,0.0218949,0.0299997,0.0285049,0.0262166,0.0329035,0.0322885,0.0302106,53.12744,62.87945,55.2255,23.44636,22.54581,24.87076,0.0032107,0.0039091,0.0032493,0.008727,0.0073954,0.007541,0.010794,0.0133871,0.0134186,0.0076691,0.0094536,0.0109597,0.020604,0.0238287,0.0214601,0.0343751,0.0374367,0.0319614,0.0486409,0.0444707,0.0484244,0.0277923,0.0309055,0.0323676,0.0200482,0.0202075,0.0184831
